uri;idLegislaturaFinal;nomeCivil
https://dadosabertos.camara.leg.br/api/v2/deputados/220614;57;DANIEL RICARDO SORANZ PINTO
https://dadosabertos.camara.leg.br/api/v2/deputados/220610;57;FERNANDO RODRIGUES MÁXIMO
https://dadosabertos.camara.leg.br/api/v2/deputados/220688;57;FRANCISCO DE ASSIS DE OLIVEIRA COSTA
https://dadosabertos.camara.leg.br/api/v2/deputados/204518;57;FREDERICO DE CASTRO ESCALEIRA
https://dadosabertos.camara.leg.br/api/v2/deputados/204481;57;JAZIEL PEREIRA DE SOUSA
https://dadosabertos.camara.leg.br/api/v2/deputados/204351;57;LUIZ ALBERTO OVANDO
https://dadosabertos.camara.leg.br/api/v2/deputados/220528;57;VICTOR GAROZI LINHALIS
https://dadosabertos.camara.leg.br/api/v2/deputados/204412;57;ZACARIAS CALIL HAMU
https://dadosabertos.camara.leg.br/api/v2/deputados/220674;57;ALESSANDRA HABER CARVALHO SANTOS
https://dadosabertos.camara.leg.br/api/v2/deputados/220686;57;HILDELIS SILVA DUARTE JUNIOR
https://dadosabertos.camara.leg.br/api/v2/deputados/220540;57;DUDA BRITO RAMOS
https://dadosabertos.camara.leg.br/api/v2/deputados/220623;57;DUDA SALABERT ROSA
https://dadosabertos.camara.leg.br/api/v2/deputados/204541;57;EDUARDO HENRIQUE MAIA BISMARCK
https://dadosabertos.camara.leg.br/api/v2/deputados/92346;57;EDUARDO NANTES BOLSONARO
https://dadosabertos.camara.leg.br/api/v2/deputados/141421;57;EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA
https://dadosabertos.camara.leg.br/api/v2/deputados/220589;57;EDUARDO OVÍDIO BORGES DE VELLOSO VIANNA
https://dadosabertos.camara.leg.br/api/v2/deputados/74075;57;ELCIONE THEREZINHA ZAHLUTH BARBALHO
https://dadosabertos.camara.leg.br/api/v2/deputados/204364;57;ELI DIAS BORGES
https://dadosabertos.camara.leg.br/api/v2/deputados/226553;57;FRANCISCA ELIANE BRAZ DE CARVALHO
https://dadosabertos.camara.leg.br/api/v2/deputados/178854;57;ELMAR JOSE VIEIRA NASCIMENTO
https://dadosabertos.camara.leg.br/api/v2/deputados/218086;57;ELIANE DE SOUSA ALVES
https://dadosabertos.camara.leg.br/api/v2/deputados/198783;57;EMANUEL PINHEIRO DA SILVA PRIMO
https://dadosabertos.camara.leg.br/api/v2/deputados/161550;57;EMIDIO ALVES MADEIRA JUNIOR
https://dadosabertos.camara.leg.br/api/v2/deputados/225730;57;ANA PAULA BRANDÃO DA SILVA FARIAS
https://dadosabertos.camara.leg.br/api/v2/deputados/132504;57;ENIO JOSÉ VERRI
https://dadosabertos.camara.leg.br/api/v2/deputados/220663;57;JOSÉ ERIBERTO MEDEIROS DE OLIVEIRA
https://dadosabertos.camara.leg.br/api/v2/deputados/220645;57;ERIKA SANTOS SILVA
https://dadosabertos.camara.leg.br/api/v2/deputados/160575;57;ÉRIKA JUCÁ KOKAY
https://dadosabertos.camara.leg.br/api/v2/deputados/160640;57;EROS FERREIRA BIONDINI
https://dadosabertos.camara.leg.br/api/v2/deputados/204482;57;EUCLYDES MARCOS PETTERSEN NETO
https://dadosabertos.camara.leg.br/api/v2/deputados/74454;57;EUNÍCIO LOPES DE OLIVEIRA
https://dadosabertos.camara.leg.br/api/v2/deputados/178871;57;EVAIR VIEIRA DE MELO
https://dadosabertos.camara.leg.br/api/v2/deputados/178905;57;FABIO PAULINO GARCIA
https://dadosabertos.camara.leg.br/api/v2/deputados/220681;57;FÁBIO HENRIQUE DIAS DE  MACEDO
https://dadosabertos.camara.leg.br/api/v2/deputados/171623;57;FABIO DE ALMEIDA REIS
https://dadosabertos.camara.leg.br/api/v2/deputados/204368;57;FÁBIO LUIZ SCHIOCHET FILHO
https://dadosabertos.camara.leg.br/api/v2/deputados/220653;57;Fábio Eduardo de Oliveira Teruel
https://dadosabertos.camara.leg.br/api/v2/deputados/66828;57;FAUSTO RUY PINATO
https://dadosabertos.camara.leg.br/api/v2/deputados/220712;57;FAUSTO VIEIRA DOS SANTOS JUNIOR
https://dadosabertos.camara.leg.br/api/v2/deputados/220646;57;FELIPE BECARI COMENALE
